,speaker_id,duration
215,1040,
216,1040,
217,1040,
218,1040,
219,1040,
220,1040,
221,1040,
222,1040,
223,1040,
224,1040,
225,1040,
226,1040,
227,1040,
228,1040,
229,1040,
230,1040,
231,1040,
232,1040,
233,1040,
234,1040,
235,1040,
236,1040,
237,1040,
238,1040,
239,1040,
240,1040,
241,1040,
242,1040,
243,1040,
244,1040,
245,1040,
246,1040,
247,1040,
248,1040,
249,1040,
250,1040,
251,1040,
252,1040,
253,1040,
254,1040,
255,1040,
256,1040,
257,1040,
258,1040,
259,1040,
260,1040,
261,1040,
262,1040,
263,1040,
264,1040,
265,1040,
266,1040,
267,1040,
268,1040,
269,1040,
270,1040,
271,1040,
272,1040,
273,1040,
274,1040,
275,1040,
276,1040,
277,1040,
278,1040,
279,1069,
280,1069,
281,1069,
282,1069,
283,1069,
284,1069,
285,1069,
286,1069,
287,1069,
288,1069,
289,1069,
290,1069,
291,1069,
292,1069,
293,1069,
294,1069,
295,1069,
296,1069,
297,1069,
298,1069,
299,1069,
300,1069,
301,1069,
302,1069,
303,1069,
304,1069,
305,1069,
306,1069,
307,1069,
308,1069,
309,1069,
310,1069,
311,1069,
312,1069,
313,1069,
314,1069,
315,1069,
316,1069,
317,1069,
318,1069,
319,1069,
320,1069,
321,1069,
322,1069,
323,1069,
324,1069,
325,1069,
326,1069,
327,1069,
328,1069,
329,1069,
330,1069,
331,1069,
332,1069,
333,1069,
334,1069,
335,1069,
336,1069,
337,1069,
338,1069,
339,1069,
340,1069,
341,1069,
342,1069,
343,1069,
344,1069,
345,1069,
346,1069,
347,1069,
348,1069,
349,1069,
350,1069,
351,1069,
352,1069,
353,1069,
354,1069,
355,1069,
356,1069,
357,1069,
358,1069,
359,1069,
360,1069,
361,1069,
362,1069,
363,1069,
364,1069,
365,1069,
366,1069,
367,1069,
368,1069,
369,1069,
370,1069,
371,1069,
372,1069,
373,1069,
374,1069,
375,1069,
376,1069,
377,1069,
378,1069,
379,1069,
380,1069,
381,1069,
382,1069,
383,1069,
384,1069,
385,1069,
386,1069,
387,1081,
388,1081,
389,1081,
390,1081,
391,1081,
392,1081,
393,1081,
394,1081,
395,1081,
396,1081,
397,1081,
398,1081,
399,1081,
400,1081,
401,1081,
402,1081,
403,1081,
404,1081,
405,1081,
406,1081,
407,1081,
408,1081,
409,1081,
410,1081,
411,1081,
412,1081,
413,1081,
414,1081,
415,1081,
416,1081,
417,1081,
418,1081,
419,1081,
420,1081,
421,1081,
422,1081,
423,1081,
424,1081,
425,1081,
426,1081,
427,1081,
428,1081,
429,1081,
430,1081,
431,1081,
432,1081,
433,1081,
434,1081,
435,1081,
436,1081,
437,1081,
438,1081,
439,1081,
440,1081,
441,1081,
442,1081,
443,1081,
444,1081,
445,1081,
446,1081,
447,1081,
448,1081,
449,1081,
450,1081,
451,1081,
452,1081,
453,1081,
454,1081,
455,1081,
456,1081,
457,1081,
458,1081,
459,1081,
460,1081,
461,1081,
462,1081,
463,1081,
464,1081,
465,1081,
466,1081,
467,1081,
468,1081,
469,1081,
470,1081,
471,1081,
472,1081,
473,1081,
474,1081,
475,1081,
476,1081,
477,1081,
478,1081,
479,1081,
480,1081,
481,1081,
482,1081,
483,1081,
484,1081,
485,1081,
486,1081,
487,1081,
488,1081,
489,1081,
490,1081,
491,1081,
492,1081,
493,1081,
494,1081,
495,1081,
496,1081,
497,1081,
498,1081,
499,1081,
500,1081,
501,1081,
502,1081,
503,1081,
504,1081,
505,1081,
506,1081,
507,1081,
508,1081,
509,1081,
510,1081,
511,1081,
512,1081,
513,1081,
514,1081,
515,1081,
516,1081,
517,1088,
518,1088,
519,1088,
520,1088,
521,1088,
522,1088,
523,1088,
524,1088,
525,1088,
526,1088,
527,1088,
528,1088,
529,1088,
530,1088,
531,1088,
532,1088,
533,1088,
534,1088,
535,1088,
536,1088,
537,1088,
538,1088,
539,1088,
540,1088,
541,1088,
542,1088,
543,1088,
544,1088,
545,1088,
546,1088,
547,1088,
548,1088,
549,1088,
550,1088,
551,1088,
552,1088,
553,1088,
554,1088,
555,1088,
556,1088,
557,1088,
558,1088,
559,1088,
560,1088,
561,1088,
562,1088,
563,1088,
564,1088,
565,1088,
566,1088,
567,1088,
568,1088,
569,1088,
570,1088,
571,1088,
572,1088,
573,1088,
574,1088,
575,1088,
576,1088,
577,1088,
578,1088,
579,1088,
580,1088,
581,1088,
582,1088,
583,1088,
584,1088,
585,1088,
586,1088,
587,1088,
588,1088,
589,1088,
590,1088,
591,1088,
592,1088,
593,1088,
594,1088,
595,1088,
596,1088,
597,1088,
598,1088,
599,1088,
600,1088,
601,1088,
602,1088,
603,1088,
604,1088,
605,1088,
606,1088,
607,1088,
608,1088,
609,1088,
610,1088,
611,1088,
612,1088,
613,1088,
614,1088,
615,1088,
616,1088,
617,1088,
618,1088,
619,1088,
620,1088,
621,1088,
622,1088,
623,1088,
624,1088,
625,1088,
626,1088,
627,1088,
628,1088,
629,1098,
630,1098,
631,1098,
632,1098,
633,1098,
634,1098,
635,1098,
636,1098,
637,1098,
638,1098,
639,1098,
640,1098,
641,1098,
642,1098,
643,1098,
644,1098,
645,1098,
646,1098,
647,1098,
648,1098,
649,1098,
650,1098,
651,1098,
652,1098,
653,1098,
654,1098,
655,1098,
656,1098,
657,1098,
658,1098,
659,1098,
660,1098,
661,1098,
662,1098,
663,1098,
664,1098,
665,1098,
666,1098,
667,1098,
668,1098,
669,1098,
670,1098,
671,1098,
672,1098,
673,1098,
674,1098,
675,1098,
676,1098,
677,1098,
678,1098,
679,1098,
680,1098,
681,1098,
682,1098,
683,1098,
684,1098,
685,1098,
686,1098,
687,1098,
688,1098,
689,1098,
690,1098,
691,1098,
692,1098,
693,1098,
694,1098,
695,1098,
696,1098,
697,1098,
698,1098,
699,1098,
700,1098,
701,1098,
702,1098,
703,1098,
704,1098,
705,1098,
706,1098,
707,1098,
708,1098,
709,1098,
710,1098,
711,1098,
712,1098,
713,1098,
714,1098,
715,1098,
716,1098,
717,1098,
718,1098,
719,1098,
720,1098,
721,1116,
722,1116,
723,1116,
724,1116,
725,1116,
726,1116,
727,1116,
728,1116,
729,1116,
730,1116,
731,1116,
732,1116,
733,1116,
734,1116,
735,1116,
736,1116,
737,1116,
738,1116,
739,1116,
740,1116,
741,1116,
742,1116,
743,1116,
744,1116,
745,1116,
746,1116,
747,1116,
748,1116,
749,1116,
750,1116,
751,1116,
752,1116,
753,1116,
754,1116,
755,1116,
756,1116,
757,1116,
758,1116,
759,1116,
760,1116,
761,1116,
762,1116,
763,1116,
764,1116,
765,1116,
766,1116,
767,1116,
768,1116,
769,1116,
770,1116,
771,1116,
772,1116,
773,1116,
774,1116,
775,1116,
776,1116,
777,1116,
778,1116,
779,1116,
780,1116,
781,1116,
782,1116,
783,1116,
784,1116,
785,1116,
786,1116,
787,1116,
788,1116,
789,1116,
790,1116,
791,1116,
792,1116,
793,1116,
794,1116,
795,1116,
796,1116,
797,1116,
798,1116,
799,1116,
800,1116,
801,1116,
802,1116,
803,1116,
804,1116,
805,1116,
806,1116,
807,1116,
808,1116,
809,1116,
810,1116,
811,1116,
812,1116,
813,1116,
814,1116,
815,1116,
816,1116,
817,1116,
818,1116,
819,1116,
820,1116,
821,1116,
822,1116,
823,1116,
824,1116,
825,1116,
826,1116,
827,1116,
828,1116,
829,1116,
830,1116,
831,1116,
832,1116,
833,1116,
834,1116,
835,1116,
836,1116,
837,1116,
838,1116,
839,1116,
840,1116,
841,1116,
842,1116,
843,1116,
844,1116,
845,1116,
846,1116,
847,118,
848,118,
849,118,
850,118,
851,118,
852,118,
853,118,
854,118,
855,118,
856,118,
857,118,
858,118,
859,118,
860,118,
861,118,
862,118,
863,118,
864,118,
865,118,
866,118,
867,118,
868,118,
869,118,
870,118,
871,118,
872,118,
873,118,
874,118,
875,118,
876,118,
877,118,
878,118,
879,118,
880,118,
881,118,
882,118,
883,118,
884,118,
885,118,
886,118,
887,118,
888,118,
889,118,
890,118,
891,118,
892,118,
893,118,
894,118,
895,118,
896,118,
897,118,
898,118,
899,118,
900,118,
901,118,
902,118,
903,118,
904,118,
905,118,
906,118,
907,118,
908,118,
909,118,
910,118,
911,118,
912,118,
913,118,
914,118,
915,118,
916,118,
917,118,
918,118,
919,118,
920,118,
921,118,
922,118,
923,118,
924,118,
925,118,
926,118,
927,118,
928,118,
929,118,
930,118,
931,118,
932,118,
933,118,
934,118,
935,118,
936,118,
937,118,
938,118,
939,118,
940,118,
941,118,
942,118,
943,118,
944,118,
945,118,
946,118,
947,118,
948,118,
949,118,
950,118,
951,118,
952,118,
953,118,
954,118,
955,118,
956,118,
957,118,
958,118,
959,118,
960,118,
961,118,
962,118,
963,118,
964,118,
965,118,
966,118,
967,118,
968,118,
969,118,
970,118,
971,118,
972,118,
973,118,
974,118,
975,118,
976,118,
977,118,
978,118,
979,118,
980,118,
981,118,
982,118,
983,118,
984,1183,
985,1183,
986,1183,
987,1183,
988,1183,
989,1183,
990,1183,
991,1183,
992,1183,
993,1183,
994,1183,
995,1183,
996,1183,
997,1183,
998,1183,
999,1183,
1000,1183,
1001,1183,
1002,1183,
1003,1183,
1004,1183,
1005,1183,
1006,1183,
1007,1183,
1008,1183,
1009,1183,
1010,1183,
1011,1183,
1012,1183,
1013,1183,
1014,1183,
1015,1183,
1016,1183,
1017,1183,
1018,1183,
1019,1183,
1020,1183,
1021,1183,
1022,1183,
1023,1183,
1024,1183,
1025,1183,
1026,1183,
1027,1183,
1028,1183,
1029,1183,
1030,1183,
1031,1183,
1032,1183,
1033,1183,
1034,1183,
1035,1183,
1036,1183,
1037,1183,
1038,1183,
1039,1183,
1040,1183,
1041,1183,
1042,1183,
1043,1183,
1044,1183,
1045,1183,
1046,1183,
1047,1183,
1048,1183,
1049,1183,
1050,1235,
1051,1235,
1052,1235,
1053,1235,
1054,1235,
1055,1235,
1056,1235,
1057,1235,
1058,1235,
1059,1235,
1060,1235,
1061,1235,
1062,1235,
1063,1235,
1064,1235,
1065,1235,
1066,1235,
1067,1235,
1068,1235,
1069,1235,
1070,1235,
1071,1235,
1072,1235,
1073,1235,
1074,1235,
1075,1235,
1076,1235,
1077,1235,
1078,1235,
1079,1235,
1080,1235,
1081,1235,
1082,1235,
1083,1235,
1084,1235,
1085,1235,
1086,1235,
1087,1235,
1088,1235,
1089,1235,
1090,1235,
1091,1235,
1092,1235,
1093,1235,
1094,1235,
1095,1235,
1096,1235,
1097,1235,
1098,1235,
1099,1235,
1100,1235,
1101,1235,
1102,1235,
1103,1235,
1104,1235,
1105,1235,
1106,1235,
1107,1235,
1108,1235,
1109,1235,
1110,1235,
1111,1235,
1112,1235,
1113,1235,
1114,1235,
1115,1235,
1116,1235,
1117,1235,
1118,1235,
1119,1235,
1120,1235,
1121,1235,
1122,1235,
1123,1235,
1124,1235,
1125,1235,
1126,1235,
1127,1235,
1128,1235,
1129,1235,
1130,1235,
1131,1235,
1132,1235,
1133,1235,
1134,1235,
1135,1235,
1136,1235,
1137,1235,
1138,1235,
1139,1235,
1140,1235,
1141,1235,
1142,1235,
1143,1235,
1144,1235,
1145,1235,
1146,1235,
1147,1235,
1148,1235,
1149,1235,
1150,1235,
1151,1235,
1152,1235,
1153,1235,
1154,1235,
1155,1235,
1156,1235,
1157,1235,
1158,1235,
1159,1235,
1160,1235,
1161,1235,
1162,1235,
1163,1235,
1164,1235,
1165,1235,
1166,1235,
1167,1235,
1168,1235,
1169,1235,
1170,1235,
1171,1235,
1172,1235,
1173,1235,
1174,1235,
1175,1246,
1176,1246,
1177,1246,
1178,1246,
1179,1246,
1180,1246,
1181,1246,
1182,1246,
1183,1246,
1184,1246,
1185,1246,
1186,1246,
1187,1246,
1188,1246,
1189,1246,
1190,1246,
1191,1246,
1192,1246,
1193,1246,
1194,1246,
1195,1246,
1196,1246,
1197,1246,
1198,1246,
1199,1246,
1200,1246,
1201,1246,
1202,1246,
1203,1246,
1204,1246,
1205,1246,
1206,1246,
1207,1246,
1208,1246,
1209,1246,
1210,1246,
1211,1246,
1212,1246,
1213,1246,
1214,1246,
1215,1246,
1216,1246,
1217,1246,
1218,1246,
1219,1246,
1220,1246,
1221,1246,
1222,1246,
1223,1246,
1224,1246,
1225,1246,
1226,1246,
1227,1246,
1228,1246,
1229,1246,
1230,1246,
1231,1246,
1232,1246,
1233,1246,
1234,1246,
1235,1246,
1236,1246,
1237,1246,
1238,1246,
1239,1246,
1240,1246,
1241,1246,
1242,1246,
1243,1246,
1244,1246,
1245,1246,
1246,1246,
1247,1246,
1248,1246,
1249,1246,
1250,1246,
1251,1246,
1252,1246,
1253,1246,
1254,1246,
1255,1246,
1256,1246,
1257,1246,
1258,1246,
1259,1246,
1260,1246,
1261,1246,
1262,1246,
1263,1246,
1264,1246,
1265,1246,
1266,1246,
1267,1246,
1268,1246,
1269,1246,
1270,1246,
1271,1246,
1272,1246,
1273,1246,
1274,1246,
1275,1246,
1276,1246,
1277,1246,
1278,1246,
1279,1246,
1280,1246,
1281,1246,
1282,1246,
1283,1246,
1284,1246,
1285,1246,
1286,1246,
1287,1246,
1288,1246,
1289,1246,
1290,1246,
1291,1246,
1292,125,
1293,125,
1294,125,
1295,125,
1296,125,
1297,125,
1298,125,
1299,125,
1300,125,
1301,125,
1302,125,
1303,125,
1304,125,
1305,125,
1306,125,
1307,125,
1308,125,
1309,125,
1310,125,
1311,125,
1312,125,
1313,125,
1314,125,
1315,125,
1316,125,
1317,125,
1318,125,
1319,125,
1320,125,
1321,125,
1322,125,
1323,125,
1324,125,
1325,125,
1326,125,
1327,125,
1328,125,
1329,125,
1330,125,
1331,125,
1332,125,
1333,125,
1334,125,
1335,125,
1336,125,
1337,125,
1338,125,
1339,125,
1340,125,
1341,125,
1342,125,
1343,125,
1344,125,
1345,125,
1346,125,
1347,125,
1348,125,
1349,125,
1350,125,
1351,125,
1352,125,
1353,125,
1354,125,
1355,125,
1356,125,
1357,125,
1358,125,
1359,125,
1360,125,
1361,125,
1362,125,
1363,125,
1364,125,
1365,125,
1366,125,
1367,125,
1368,125,
1369,125,
1370,125,
1371,125,
1372,125,
1373,125,
1374,125,
1375,125,
1376,125,
1377,125,
1378,125,
1379,125,
1380,125,
1381,125,
1382,125,
1383,125,
1384,125,
1385,125,
1386,125,
1387,125,
1388,125,
1389,125,
1390,125,
1391,125,
1392,125,
1393,125,
1394,125,
1395,125,
1396,125,
1397,125,
1398,125,
1399,125,
1400,125,
1401,125,
1402,125,
1403,125,
1404,125,
1405,125,
1406,125,
1407,125,
1408,125,
1409,125,
1410,125,
1411,125,
1412,125,
1413,125,
1414,125,
1415,125,
1416,125,
1417,125,
1418,125,
1419,125,
1420,125,
1421,125,
1422,125,
1423,125,
1424,125,
1425,125,
1426,125,
1427,125,
1428,125,
1429,125,
1430,1263,
1431,1263,
1432,1263,
1433,1263,
1434,1263,
1435,1263,
1436,1263,
1437,1263,
1438,1263,
1439,1263,
1440,1263,
1441,1263,
1442,1263,
1443,1263,
1444,1263,
1445,1263,
1446,1263,
1447,1263,
1448,1263,
1449,1263,
1450,1263,
1451,1263,
1452,1263,
1453,1263,
1454,1263,
1455,1263,
1456,1263,
1457,1263,
1458,1263,
1459,1263,
1460,1263,
1461,1263,
1462,1263,
1463,1263,
1464,1263,
1465,1263,
1466,1263,
1467,1263,
1468,1263,
1469,1263,
1470,1263,
1471,1263,
1472,1263,
1473,1263,
1474,1263,
1475,1263,
1476,1263,
1477,1263,
1478,1263,
1479,1263,
1480,1263,
1481,1263,
1482,1263,
1483,1263,
1484,1263,
1485,1263,
1486,1263,
1487,1263,
1488,1263,
1489,1263,
1490,1263,
1491,1263,
1492,1263,
1493,1263,
1494,1263,
1495,1263,
1496,1263,
1497,1263,
1498,1263,
1499,1263,
1500,1263,
1501,1263,
1502,1263,
1503,1263,
1504,1263,
1505,1263,
1506,1263,
1507,1263,
1508,1263,
1509,1263,
1510,1263,
1511,1263,
1512,1263,
1513,1263,
1514,1263,
1515,1263,
1516,1263,
1517,1263,
1518,1263,
1519,1263,
1520,1263,
1521,1263,
1522,1263,
1523,1263,
1524,1263,
1525,1263,
1526,1263,
1527,1263,
1528,1263,
1529,1263,
1530,1263,
1531,1263,
1532,1263,
1533,1263,
1534,1263,
1535,1263,
1536,1263,
1537,1263,
1538,1263,
1539,1334,
1540,1334,
1541,1334,
1542,1334,
1543,1334,
1544,1334,
1545,1334,
1546,1334,
1547,1334,
1548,1334,
1549,1334,
1550,1334,
1551,1334,
1552,1334,
1553,1334,
1554,1334,
1555,1334,
1556,1334,
1557,1334,
1558,1334,
1559,1334,
1560,1334,
1561,1334,
1562,1334,
1563,1334,
1564,1334,
1565,1334,
1566,1334,
1567,1334,
1568,1334,
1569,1334,
1570,1334,
1571,1334,
1572,1334,
1573,1334,
1574,1334,
1575,1334,
1576,1334,
1577,1334,
1578,1334,
1579,1334,
1580,1334,
1581,1334,
1582,1334,
1583,1334,
1584,1334,
1585,1334,
1586,1334,
1587,1334,
1588,1334,
1589,1334,
1590,1334,
1591,1334,
1592,1334,
1593,1334,
1594,1334,
1595,1334,
1596,1334,
1597,1334,
1598,1334,
1599,1334,
1600,1334,
1601,1334,
1602,1334,
1603,1334,
1604,1334,
1605,1334,
1606,1334,
1607,1334,
1608,1334,
1609,1334,
1610,1334,
1611,1334,
1612,1334,
1613,1334,
1614,1334,
1615,1334,
1616,1334,
1617,1334,
1618,1334,
1619,1334,
1620,1334,
1621,1334,
1622,1334,
1623,1334,
1624,1334,
1625,1334,
1626,1334,
1627,1334,
1628,1334,
1629,1334,
1630,1334,
1631,1334,
1632,1334,
1633,1334,
1634,1334,
1635,1334,
1636,1334,
1637,1334,
1638,1334,
1639,1334,
1640,1334,
1641,1334,
1642,1334,
1643,1334,
1644,1334,
1645,1334,
1646,1355,
1647,1355,
1648,1355,
1649,1355,
1650,1355,
1651,1355,
1652,1355,
1653,1355,
1654,1355,
1655,1355,
1656,1355,
1657,1355,
1658,1355,
1659,1355,
1660,1355,
1661,1355,
1662,1355,
1663,1355,
1664,1355,
1665,1355,
1666,1355,
1667,1355,
1668,1355,
1669,1355,
1670,1355,
1671,1355,
1672,1355,
1673,1355,
1674,1355,
1675,1355,
1676,1355,
1677,1355,
1678,1355,
1679,1355,
1680,1355,
1681,1355,
1682,1355,
1683,1355,
1684,1355,
1685,1355,
1686,1355,
1687,1355,
1688,1355,
1689,1355,
1690,1355,
1691,1355,
1692,1355,
1693,1355,
1694,1355,
1695,1355,
1696,1355,
1697,1355,
1698,1355,
1699,1355,
1700,1355,
1701,1355,
1702,1355,
1703,1355,
1704,1355,
1705,1355,
1706,1355,
1707,1355,
1708,1355,
1709,1355,
1710,1355,
1711,1355,
1712,1355,
1713,1355,
1714,1355,
1715,1355,
1716,1355,
1717,1355,
1718,1355,
1719,1355,
1720,1355,
1721,1355,
1722,1355,
1723,1355,
1724,1355,
1725,1355,
1726,1355,
1727,1355,
1728,1355,
1729,1355,
1730,1355,
1731,1355,
1732,1355,
1733,1355,
1734,1355,
1735,1355,
1736,1355,
1737,1355,
1738,1355,
1739,1355,
1740,1355,
1741,1355,
1742,1355,
1743,1355,
1744,1363,
1745,1363,
1746,1363,
1747,1363,
1748,1363,
1749,1363,
1750,1363,
1751,1363,
1752,1363,
1753,1363,
1754,1363,
1755,1363,
1756,1363,
1757,1363,
1758,1363,
1759,1363,
1760,1363,
1761,1363,
1762,1363,
1763,1363,
1764,1363,
1765,1363,
1766,1363,
1767,1363,
1768,1363,
1769,1363,
1770,1363,
1771,1363,
1772,1363,
1773,1363,
1774,1363,
1775,1363,
1776,1363,
1777,1363,
1778,1363,
1779,1363,
1780,1363,
1781,1363,
1782,1363,
1783,1363,
1784,1363,
1785,1363,
1786,1363,
1787,1363,
1788,1363,
1789,1363,
1790,1363,
1791,1363,
1792,1363,
1793,1363,
1794,1363,
1795,1363,
1796,1363,
1797,1363,
1798,1363,
1799,1363,
1800,1363,
1801,1363,
1802,1363,
1803,1363,
1804,1363,
1805,1363,
1806,1363,
1807,1363,
1808,1363,
1809,1363,
1810,1363,
1811,1363,
1812,1363,
1813,1363,
1814,1363,
1815,1363,
1816,1363,
1817,1363,
1818,1363,
1819,1363,
1820,1363,
1821,1363,
1822,1363,
1823,1363,
1824,1363,
1825,1363,
1826,1363,
1827,1363,
1828,1363,
1829,1363,
1830,1363,
1831,1363,
1832,1363,
1833,1363,
1834,1363,
1835,1363,
1836,1363,
1837,1363,
1838,1363,
1839,1363,
1840,1363,
1841,1363,
1842,1447,
1843,1447,
1844,1447,
1845,1447,
1846,1447,
1847,1447,
1848,1447,
1849,1447,
1850,1447,
1851,1447,
1852,1447,
1853,1447,
1854,1447,
1855,1447,
1856,1447,
1857,1447,
1858,1447,
1859,1447,
1860,1447,
1861,1447,
1862,1447,
1863,1447,
1864,1447,
1865,1447,
1866,1447,
1867,1447,
1868,1447,
1869,1447,
1870,1447,
1871,1447,
1872,1447,
1873,1447,
1874,1447,
1875,1447,
1876,1447,
1877,1447,
1878,1447,
1879,1447,
1880,1447,
1881,1447,
1882,1447,
1883,1447,
1884,1447,
1885,1447,
1886,1447,
1887,1447,
1888,1447,
1889,1447,
1890,1447,
1891,1447,
1892,1447,
1893,1447,
1894,1447,
1895,1447,
1896,1447,
1897,1447,
1898,1447,
1899,1447,
1900,1447,
1901,1447,
1902,1447,
1903,1447,
1904,1447,
1905,1447,
1906,1447,
1907,1447,
1908,1447,
1909,1447,
1910,1447,
1911,1447,
1912,1447,
1913,1447,
1914,1447,
1915,1447,
1916,1447,
1917,1447,
1918,1447,
1919,1447,
1920,1447,
1921,1447,
1922,1447,
1923,1447,
1924,1447,
1925,1447,
1926,1447,
1927,1447,
1928,1447,
1929,1447,
1930,1447,
1931,1447,
1932,1447,
1933,1447,
1934,1447,
1935,1447,
1936,1447,
1937,1447,
1938,1447,
1939,1447,
1940,1447,
1941,1447,
1942,1447,
1943,1447,
1944,1447,
1945,1447,
1946,1447,
1947,1447,
1948,1447,
1949,1447,
1950,1447,
1951,1447,
1952,1447,
1953,1447,
1954,1447,
1955,1447,
1956,1447,
1957,1447,
1958,1447,
1959,1447,
1960,1447,
1961,1447,
1962,1447,
1963,1447,
1964,1447,
1965,1447,
1966,1447,
1967,1447,
1968,1447,
1969,1447,
1970,1447,
1971,1455,
1972,1455,
1973,1455,
1974,1455,
1975,1455,
1976,1455,
1977,1455,
1978,1455,
1979,1455,
1980,1455,
1981,1455,
1982,1455,
1983,1455,
1984,1455,
1985,1455,
1986,1455,
1987,1455,
1988,1455,
1989,1455,
1990,1455,
1991,1455,
1992,1455,
1993,1455,
1994,1455,
1995,1455,
1996,1455,
1997,1455,
1998,1455,
1999,1455,
2000,1455,
2001,1455,
2002,1455,
2003,1455,
2004,1455,
2005,1455,
2006,1455,
2007,1455,
2008,1455,
2009,1455,
2010,1455,
2011,1455,
2012,1455,
2013,1455,
2014,1455,
2015,1455,
2016,1455,
2017,1455,
2018,1455,
2019,1455,
2020,1455,
2021,1455,
2022,1455,
2023,1455,
2024,1455,
2025,1455,
2026,1455,
2027,1455,
2028,1455,
2029,1455,
2030,1455,
2031,1455,
2032,1455,
2033,1455,
2034,1455,
2035,1455,
2036,1455,
2037,1455,
2038,1455,
2039,1455,
2040,1455,
2041,1455,
2042,1455,
2043,1455,
2044,1455,
2045,1455,
2046,1455,
2047,1455,
2048,1455,
2049,1455,
2050,1455,
2051,1455,
2052,1455,
2053,1455,
2054,1455,
2055,1455,
2056,1455,
2057,1455,
2058,1455,
2059,1455,
2060,1455,
2061,1455,
2062,1455,
2063,1455,
2064,1455,
2065,1455,
2066,1455,
2067,1455,
2068,1455,
2069,1455,
2070,1455,
2071,1455,
2072,1455,
2073,1455,
2074,1455,
2075,1455,
2076,1455,
2077,1455,
2078,1455,
2079,1455,
2080,1455,
2081,1455,
2082,1455,
2083,1455,
2084,1455,
2085,1455,
2086,1455,
2087,1455,
2088,1455,
2089,1455,
2090,1455,
2091,1455,
2092,1455,
2093,1455,
2094,1455,
2095,1455,
2096,1455,
2097,1455,
2098,1455,
2099,1455,
2100,1455,
2101,1455,
2102,150,
2103,150,
2104,150,
2105,150,
2106,150,
2107,150,
2108,150,
2109,150,
2110,150,
2111,150,
2112,150,
2113,150,
2114,150,
2115,150,
2116,150,
2117,150,
2118,150,
2119,150,
2120,150,
2121,150,
2122,150,
2123,150,
2124,150,
2125,150,
2126,150,
2127,150,
2128,150,
2129,150,
2130,150,
2131,150,
2132,150,
2133,150,
2134,150,
2135,150,
2136,150,
2137,150,
2138,150,
2139,150,
2140,150,
2141,150,
2142,150,
2143,150,
2144,150,
2145,150,
2146,150,
2147,150,
2148,150,
2149,150,
2150,150,
2151,150,
2152,150,
2153,150,
2154,150,
2155,150,
2156,150,
2157,150,
2158,150,
2159,150,
2160,150,
2161,150,
2162,150,
2163,150,
2164,150,
2165,150,
2166,150,
2167,150,
2168,150,
2169,150,
2170,150,
2171,150,
2172,150,
2173,150,
2174,150,
2175,150,
2176,150,
2177,150,
2178,150,
2179,150,
2180,150,
2181,150,
2182,150,
2183,150,
2184,150,
2185,150,
2186,150,
2187,150,
2188,150,
2189,150,
2190,150,
2191,150,
2192,150,
2193,150,
2194,150,
2195,150,
2196,150,
2197,150,
2198,150,
2199,150,
2200,150,
2201,150,
2202,150,
2203,150,
2204,150,
2205,150,
2206,150,
2207,150,
2208,150,
